store,sku,amount
Nairobi,DM1230,7507 KSH
Nairobi,DM1759,8039 KSH
Nairobi,DM1210,2306 KSH
Mombasa,DM1541,7643 KSH
Malindi,DM1724,8480 KSH
Nashua,DM1759,2604 KSH
Nairobi,DM1182,1435 KSH
Nakuru,DM1182,4176 KSH
Nairobi,DM1541,5101 KSH
Nairobi,DM1210,5442 KSH
Naivasha,DM1294,3317 KSH
Mombasa,DM1873,8076 KSH
Mombasa,DM1230,5222 KSH
Mombasa,DM1182,5811 KSH
Nashua,DM1786,5662 KSH
Nakuru,DM1230,2416 KSH
Nashua,DM1210,5570 KSH
Mombasa,DM1786,9824 KSH
Nairobi,DM1786,3796 KSH
Naivasha,DM1182,2241 KSH
Nairobi,DM1294,6547 KSH
Nairobi,DM1294,1045 KSH
Nairobi,DM1873,7031 KSH
Nashua,DM1541,8631 KSH
Nakuru,DM1541,9116 KSH
Mombasa,DM1294,8674 KSH
Nashua,DM1210,9042 KSH
Mombasa,DM1541,3262 KSH
Nakuru,DM1759,4502 KSH
Mombasa,DM1537,1934 KSH
Mombasa,DM1210,1263 KSH
Nairobi,DM1786,7492 KSH
Mombasa,DM1541,6104 KSH
Mombasa,DM1724,6364 KSH
Mombasa,DM1230,2152 KSH
Nashua,DM1724,6577 KSH
Nashua,DM1182,3574 KSH
Mombasa,DM1873,3859 KSH
Nairobi,DM1759,4110 KSH
Nairobi,DM1541,4337 KSH
Nashua,DM1786,2421 KSH
Naivasha,DM1294,7515 KSH
Nairobi,DM1182,2760 KSH
Naivasha,DM1786,9347 KSH
Malindi,DM1182,8762 KSH
Mombasa,DM1786,3801 KSH
Mombasa,DM1873,6084 KSH
Malindi,DM1537,7366 KSH
Mombasa,DM1759,9329 KSH
Naivasha,DM1230,2905 KSH
Nashua,DM1294,8681 KSH
Nashua,DM1541,2385 KSH
Naivasha,DM1182,1397 KSH
Nairobi,DM1873,9527 KSH
Nairobi,DM1294,2172 KSH
Nairobi,DM1210,2177 KSH
Nashua,DM1182,8554 KSH
Malindi,DM1759,7327 KSH
Mombasa,DM1210,3350 KSH
Malindi,DM1182,6393 KSH
Mombasa,DM1759,3791 KSH
Mombasa,DM1294,3722 KSH
Mombasa,DM1786,2013 KSH
Mombasa,DM1786,8748 KSH
Nakuru,DM1759,4322 KSH
Nashua,DM1724,2667 KSH
Mombasa,DM1786,4364 KSH
Nairobi,DM1786,8138 KSH
Mombasa,DM1873,8082 KSH
Mombasa,DM1759,4086 KSH
Nairobi,DM1873,2302 KSH
Nakuru,DM1230,6366 KSH
Nakuru,DM1759,5061 KSH
Malindi,DM1759,8763 KSH
Nashua,DM1873,8564 KSH
Nashua,DM1873,6633 KSH
Mombasa,DM1759,8048 KSH
Mombasa,DM1786,9339 KSH
Naivasha,DM1759,7822 KSH
Mombasa,DM1759,6224 KSH
Nairobi,DM1759,9331 KSH
Nakuru,DM1541,9671 KSH
Nairobi,DM1724,9901 KSH
Malindi,DM1537,1896 KSH
Mombasa,DM1294,9616 KSH
Nakuru,DM1182,4032 KSH
Naivasha,DM1210,2130 KSH
Nairobi,DM1294,8027 KSH
Mombasa,DM1230,5492 KSH
Nakuru,DM1294,2492 KSH
Nashua,DM1541,9432 KSH
Malindi,DM1294,5241 KSH
Nairobi,DM1786,3960 KSH
Nashua,DM1230,2563 KSH
Nakuru,DM1182,6543 KSH
Nakuru,DM1873,8543 KSH
Nakuru,DM1230,9910 KSH
Nashua,DM1541,4404 KSH
Nakuru,DM1724,8046 KSH
Nakuru,DM1537,9193 KSH
Nairobi,DM1873,9523 KSH
Nairobi,DM1724,5542 KSH
Nairobi,DM1541,4971 KSH
Mombasa,DM1537,7207 KSH
Malindi,DM1786,7931 KSH
Mombasa,DM1182,1063 KSH
Naivasha,DM1210,6228 KSH
Nakuru,DM1182,5212 KSH
Nairobi,DM1873,2859 KSH
Mombasa,DM1873,4560 KSH
Naivasha,DM1182,7968 KSH
Naivasha,DM1759,6567 KSH
Malindi,DM1210,3093 KSH
Nairobi,DM1537,7096 KSH
Nairobi,DM1759,4349 KSH
Mombasa,DM1230,6195 KSH
Naivasha,DM1541,8332 KSH
Naivasha,DM1210,7397 KSH
Nairobi,DM1537,8775 KSH
Malindi,DM1182,4668 KSH
Nashua,DM1230,8858 KSH
Mombasa,DM1294,5931 KSH
Mombasa,DM1230,9880 KSH
Mombasa,DM1537,2468 KSH
Nakuru,DM1294,7375 KSH
Nakuru,DM1537,6800 KSH
Malindi,DM1759,1121 KSH
Nashua,DM1724,4314 KSH
Naivasha,DM1873,8424 KSH
Nairobi,DM1759,1802 KSH
Malindi,DM1294,3895 KSH
Nairobi,DM1537,4165 KSH
Malindi,DM1210,3431 KSH
Naivasha,DM1724,5673 KSH
Nairobi,DM1759,2789 KSH
Nairobi,DM1294,5382 KSH
Mombasa,DM1873,4042 KSH
Nakuru,DM1786,3285 KSH
Malindi,DM1182,9516 KSH
Malindi,DM1294,3415 KSH
Mombasa,DM1210,1613 KSH
Nakuru,DM1230,6052 KSH
Nakuru,DM1210,1313 KSH
Nairobi,DM1541,7118 KSH
Mombasa,DM1541,6199 KSH
Nashua,DM1230,5625 KSH
Nairobi,DM1210,4939 KSH
Nairobi,DM1724,7481 KSH
Naivasha,DM1537,8176 KSH
Nashua,DM1210,6706 KSH
Mombasa,DM1230,2115 KSH
Naivasha,DM1182,8199 KSH
Naivasha,DM1786,5186 KSH
Nairobi,DM1537,5613 KSH
Nairobi,DM1182,4311 KSH
Nairobi,DM1724,4465 KSH
Naivasha,DM1537,3814 KSH
Nairobi,DM1873,3798 KSH
Nairobi,DM1541,2106 KSH
Nakuru,DM1724,4838 KSH
Nashua,DM1537,3595 KSH
Nairobi,DM1294,5807 KSH
Naivasha,DM1210,6858 KSH
Naivasha,DM1537,4536 KSH
Mombasa,DM1724,4305 KSH
Nairobi,DM1230,6565 KSH
Nairobi,DM1210,4580 KSH
Mombasa,DM1759,2072 KSH
Malindi,DM1724,1595 KSH
Nairobi,DM1182,4212 KSH
Naivasha,DM1873,1011 KSH
Nashua,DM1786,3195 KSH
Nakuru,DM1182,8579 KSH
Nakuru,DM1724,5618 KSH
Mombasa,DM1759,9907 KSH
Nakuru,DM1541,3706 KSH
Naivasha,DM1230,9636 KSH
Malindi,DM1210,9337 KSH
Nairobi,DM1724,1158 KSH
Malindi,DM1230,2461 KSH
Nairobi,DM1541,6792 KSH
Nakuru,DM1786,7056 KSH
Nairobi,DM1537,4407 KSH
Malindi,DM1759,5548 KSH
Naivasha,DM1294,7498 KSH
Nairobi,DM1294,2425 KSH
Mombasa,DM1541,8009 KSH
Mombasa,DM1210,1786 KSH
Naivasha,DM1541,3776 KSH
Nakuru,DM1759,2057 KSH
Nairobi,DM1873,1595 KSH
Mombasa,DM1537,8850 KSH
Nairobi,DM1210,3165 KSH
Mombasa,DM1786,8607 KSH
Malindi,DM1294,1546 KSH
Naivasha,DM1873,9740 KSH
Nairobi,DM1724,1778 KSH
Naivasha,DM1541,7947 KSH
Nairobi,DM1541,6152 KSH
Nakuru,DM1786,3794 KSH
Mombasa,DM1294,1810 KSH
Mombasa,DM1230,1797 KSH
Nashua,DM1541,1031 KSH
Mombasa,DM1786,8496 KSH
Naivasha,DM1210,8999 KSH
Nairobi,DM1210,6194 KSH
Nairobi,DM1210,5643 KSH
Nairobi,DM1294,5551 KSH
Nairobi,DM1873,4329 KSH
Nairobi,DM1182,4696 KSH
Nashua,DM1537,2772 KSH
Nashua,DM1724,8560 KSH
Mombasa,DM1210,4039 KSH
Mombasa,DM1537,6436 KSH
Nairobi,DM1210,8003 KSH
Mombasa,DM1759,4636 KSH
Nairobi,DM1724,5862 KSH
Malindi,DM1724,6832 KSH
Nakuru,DM1182,8236 KSH
Mombasa,DM1294,1763 KSH
Nakuru,DM1541,7042 KSH
Nairobi,DM1873,1120 KSH
Nairobi,DM1230,6219 KSH
Naivasha,DM1786,8435 KSH
Mombasa,DM1541,8586 KSH
Malindi,DM1230,7562 KSH
Nashua,DM1541,5057 KSH
Naivasha,DM1210,1194 KSH
Mombasa,DM1724,4361 KSH
Nakuru,DM1873,8005 KSH
Nairobi,DM1541,4878 KSH
Naivasha,DM1873,1128 KSH
Mombasa,DM1786,4141 KSH
Nairobi,DM1873,1218 KSH
Mombasa,DM1724,8629 KSH
Mombasa,DM1759,4427 KSH
Nairobi,DM1537,3344 KSH
Naivasha,DM1724,1149 KSH
Nairobi,DM1230,1863 KSH
Nairobi,DM1724,3183 KSH
Mombasa,DM1724,8052 KSH
Naivasha,DM1786,3860 KSH
Nairobi,DM1759,7488 KSH
Nairobi,DM1759,9712 KSH
Nakuru,DM1182,2607 KSH
Nakuru,DM1541,2457 KSH
Malindi,DM1759,1350 KSH
Naivasha,DM1230,7988 KSH
Nakuru,DM1182,7189 KSH
Mombasa,DM1759,2849 KSH
Nairobi,DM1873,1026 KSH
Mombasa,DM1182,3777 KSH
Mombasa,DM1537,9010 KSH
Nashua,DM1541,8269 KSH
Mombasa,DM1724,3205 KSH
Naivasha,DM1541,1736 KSH
Nakuru,DM1294,7722 KSH
Malindi,DM1786,1316 KSH
Malindi,DM1230,1315 KSH
Mombasa,DM1294,1036 KSH
Malindi,DM1230,6714 KSH
Nashua,DM1786,3253 KSH
Naivasha,DM1210,5556 KSH
Naivasha,DM1786,8781 KSH
Mombasa,DM1537,6203 KSH
Mombasa,DM1786,6475 KSH
Nashua,DM1210,3385 KSH
Mombasa,DM1537,2304 KSH
Nairobi,DM1537,2329 KSH
Nairobi,DM1541,6491 KSH
Naivasha,DM1786,1729 KSH
Mombasa,DM1873,8196 KSH
Nakuru,DM1294,7388 KSH
Nashua,DM1541,5170 KSH
Nakuru,DM1759,9693 KSH
Nakuru,DM1541,4628 KSH
Nakuru,DM1537,8925 KSH
Mombasa,DM1724,6755 KSH
Nakuru,DM1537,3129 KSH
Naivasha,DM1541,2210 KSH
Nakuru,DM1230,8774 KSH
Mombasa,DM1724,1470 KSH
Mombasa,DM1182,3312 KSH
Nairobi,DM1873,1951 KSH
Nairobi,DM1230,3911 KSH
Nashua,DM1873,9245 KSH
Nakuru,DM1786,6261 KSH
Nakuru,DM1230,2603 KSH
Mombasa,DM1873,8331 KSH
Nairobi,DM1210,8471 KSH
Nairobi,DM1210,8574 KSH
Naivasha,DM1541,8283 KSH
Nashua,DM1541,7399 KSH
Mombasa,DM1537,5253 KSH
Nashua,DM1294,7031 KSH
Malindi,DM1759,9707 KSH
Nakuru,DM1537,6106 KSH
Nashua,DM1210,7782 KSH
Nairobi,DM1537,3124 KSH
Malindi,DM1724,3626 KSH
Mombasa,DM1724,4645 KSH
Mombasa,DM1541,9092 KSH
Nairobi,DM1786,4053 KSH
Nairobi,DM1210,7650 KSH
Nairobi,DM1759,2976 KSH
Nakuru,DM1724,2792 KSH
Nairobi,DM1541,8857 KSH
Nakuru,DM1210,2357 KSH
Nakuru,DM1786,8542 KSH
Nakuru,DM1873,8114 KSH
Mombasa,DM1230,1501 KSH
Nairobi,DM1759,5586 KSH
Nairobi,DM1294,9597 KSH
Mombasa,DM1786,3617 KSH
Naivasha,DM1537,6834 KSH
Nakuru,DM1873,5780 KSH
Naivasha,DM1724,2049 KSH
Nairobi,DM1210,2305 KSH
Naivasha,DM1537,8464 KSH
Malindi,DM1786,6998 KSH
Mombasa,DM1537,2178 KSH
Nakuru,DM1786,5530 KSH
Nairobi,DM1759,3252 KSH
Nairobi,DM1182,2461 KSH
Nashua,DM1786,1361 KSH
Nakuru,DM1873,3387 KSH
Malindi,DM1230,1221 KSH
Naivasha,DM1210,8758 KSH
Mombasa,DM1210,9321 KSH
Naivasha,DM1182,4729 KSH
Nairobi,DM1182,6983 KSH
Malindi,DM1759,2400 KSH
Naivasha,DM1873,5998 KSH
Naivasha,DM1873,4859 KSH
Malindi,DM1210,4965 KSH
Mombasa,DM1537,8815 KSH
Naivasha,DM1230,4339 KSH
Nairobi,DM1724,5863 KSH
Naivasha,DM1210,6529 KSH
Nashua,DM1182,2264 KSH
Nairobi,DM1182,8985 KSH
Naivasha,DM1294,8762 KSH
Nairobi,DM1759,1674 KSH
Nairobi,DM1541,5892 KSH
Malindi,DM1210,5286 KSH
Nairobi,DM1873,9940 KSH
Mombasa,DM1537,7260 KSH
Nashua,DM1230,4222 KSH
Nairobi,DM1724,7333 KSH
Nairobi,DM1230,6199 KSH
Nairobi,DM1724,5099 KSH
Nashua,DM1873,9020 KSH
Nairobi,DM1759,3865 KSH
Mombasa,DM1210,4283 KSH
Malindi,DM1541,2878 KSH
Nashua,DM1230,7873 KSH
Naivasha,DM1230,6335 KSH
Mombasa,DM1537,8646 KSH
Malindi,DM1210,8599 KSH
Mombasa,DM1210,9444 KSH
Naivasha,DM1724,4717 KSH
Nairobi,DM1541,5912 KSH
Nairobi,DM1759,7039 KSH
Naivasha,DM1786,6038 KSH
Nakuru,DM1210,3283 KSH
Malindi,DM1786,1296 KSH
Nakuru,DM1759,4671 KSH
Nashua,DM1230,9920 KSH
Nairobi,DM1230,7882 KSH
Nairobi,DM1182,5655 KSH
Naivasha,DM1724,1264 KSH
Nashua,DM1230,3655 KSH
Nakuru,DM1537,5964 KSH
Nakuru,DM1294,8811 KSH
Mombasa,DM1759,5608 KSH
Nairobi,DM1786,7191 KSH
Nakuru,DM1786,4681 KSH
Nairobi,DM1294,8729 KSH
Mombasa,DM1786,9830 KSH
Mombasa,DM1537,9414 KSH
Nairobi,DM1210,7652 KSH
Mombasa,DM1210,1240 KSH
Nairobi,DM1759,7265 KSH
Nashua,DM1759,2743 KSH
Mombasa,DM1541,9063 KSH
Nashua,DM1786,1956 KSH
Mombasa,DM1724,8280 KSH
Mombasa,DM1724,3140 KSH
Malindi,DM1182,9875 KSH
Mombasa,DM1873,8973 KSH
Malindi,DM1182,8717 KSH
Nashua,DM1294,3506 KSH
Nakuru,DM1724,5551 KSH
Malindi,DM1786,8987 KSH
Naivasha,DM1786,8470 KSH
Nairobi,DM1786,6662 KSH
Nairobi,DM1294,6894 KSH
Naivasha,DM1786,6810 KSH
Nashua,DM1294,9956 KSH
Nashua,DM1541,6672 KSH
Mombasa,DM1541,9620 KSH
Nairobi,DM1230,1147 KSH
Naivasha,DM1873,4476 KSH
Mombasa,DM1182,3975 KSH
Mombasa,DM1182,8621 KSH
Nairobi,DM1759,7189 KSH
Mombasa,DM1210,9820 KSH
Mombasa,DM1724,7300 KSH
Nairobi,DM1294,4467 KSH
Nairobi,DM1537,5975 KSH
Mombasa,DM1294,4444 KSH
Nairobi,DM1537,9525 KSH
Malindi,DM1294,3585 KSH
Mombasa,DM1210,3874 KSH
Nakuru,DM1873,8984 KSH
Nairobi,DM1210,7033 KSH
Mombasa,DM1537,4230 KSH
Nakuru,DM1759,7130 KSH
Nairobi,DM1541,9375 KSH
Nairobi,DM1786,5069 KSH
Mombasa,DM1786,8177 KSH
Nairobi,DM1230,4046 KSH
Naivasha,DM1724,6915 KSH
Nairobi,DM1294,2501 KSH
Nashua,DM1537,5100 KSH
Mombasa,DM1182,7023 KSH
Nairobi,DM1873,4146 KSH
Nairobi,DM1873,8493 KSH
Nairobi,DM1230,6849 KSH
Nakuru,DM1873,8954 KSH
Mombasa,DM1724,4019 KSH
Naivasha,DM1537,1210 KSH
Mombasa,DM1294,3995 KSH
Nakuru,DM1724,1104 KSH
Nairobi,DM1182,9236 KSH
Nashua,DM1759,2919 KSH
Nakuru,DM1537,6440 KSH
Naivasha,DM1541,5723 KSH
Nairobi,DM1230,7317 KSH
Nairobi,DM1786,6763 KSH
Malindi,DM1230,5916 KSH
Nashua,DM1537,8560 KSH
Malindi,DM1230,2122 KSH
Naivasha,DM1182,1049 KSH
Nairobi,DM1724,2201 KSH
Mombasa,DM1537,5511 KSH
Nakuru,DM1786,1686 KSH
Mombasa,DM1294,5286 KSH
Nairobi,DM1541,8056 KSH
Mombasa,DM1541,9841 KSH
Mombasa,DM1873,2473 KSH
Nashua,DM1294,2194 KSH
Nakuru,DM1182,7733 KSH
Naivasha,DM1230,5602 KSH
Malindi,DM1724,2765 KSH
Malindi,DM1182,4911 KSH
Mombasa,DM1786,7808 KSH
Naivasha,DM1294,6036 KSH
Nairobi,DM1230,8198 KSH
Mombasa,DM1230,5433 KSH
Malindi,DM1541,7323 KSH
Mombasa,DM1230,6422 KSH
Mombasa,DM1873,4279 KSH
Naivasha,DM1294,2459 KSH
Nairobi,DM1182,6926 KSH
Mombasa,DM1873,8680 KSH
Malindi,DM1210,6767 KSH
Nakuru,DM1541,3880 KSH
Mombasa,DM1724,9149 KSH
Mombasa,DM1724,1830 KSH
Mombasa,DM1230,1834 KSH
Nakuru,DM1537,1924 KSH
Nashua,DM1786,5236 KSH
Nairobi,DM1182,1156 KSH
Nairobi,DM1294,4760 KSH
Nairobi,DM1210,6911 KSH
Mombasa,DM1294,4247 KSH
Nairobi,DM1786,6965 KSH
Malindi,DM1230,4878 KSH
Naivasha,DM1182,6568 KSH
Mombasa,DM1182,7697 KSH
Naivasha,DM1724,2571 KSH
Mombasa,DM1541,2627 KSH
Nashua,DM1182,7155 KSH
Nairobi,DM1759,7095 KSH
Mombasa,DM1724,6341 KSH
Naivasha,DM1230,4047 KSH
Mombasa,DM1182,2390 KSH
Nakuru,DM1759,7260 KSH
Nairobi,DM1873,2516 KSH
Mombasa,DM1230,7449 KSH
Nairobi,DM1230,3940 KSH
Mombasa,DM1786,9335 KSH
Nakuru,DM1724,5668 KSH
Nairobi,DM1873,7434 KSH
Mombasa,DM1873,9079 KSH
Nairobi,DM1541,7816 KSH
Nairobi,DM1724,8388 KSH
Malindi,DM1537,9555 KSH
Malindi,DM1210,7586 KSH
Mombasa,DM1724,3414 KSH
Nashua,DM1541,9050 KSH
Malindi,DM1537,2053 KSH
Malindi,DM1759,4352 KSH
Naivasha,DM1210,4078 KSH
Nakuru,DM1230,8732 KSH
Malindi,DM1230,6424 KSH
Nakuru,DM1182,9548 KSH
Nakuru,DM1873,1864 KSH
Malindi,DM1230,7762 KSH
Nairobi,DM1210,9101 KSH
Malindi,DM1230,2017 KSH
Naivasha,DM1294,7105 KSH
Nakuru,DM1182,4536 KSH
Nakuru,DM1541,6725 KSH
Nairobi,DM1294,4986 KSH
Nairobi,DM1182,3282 KSH
Nairobi,DM1541,6545 KSH
Mombasa,DM1541,4011 KSH
Mombasa,DM1537,7182 KSH
Mombasa,DM1537,4110 KSH
Malindi,DM1230,4242 KSH
Malindi,DM1724,7130 KSH
Mombasa,DM1724,3838 KSH
Nakuru,DM1182,5188 KSH
Malindi,DM1294,7948 KSH
Nairobi,DM1294,2649 KSH
Naivasha,DM1759,8746 KSH
Nairobi,DM1230,6920 KSH
Nairobi,DM1759,8194 KSH
Mombasa,DM1182,1222 KSH
Mombasa,DM1873,7241 KSH
Nashua,DM1230,7290 KSH
Malindi,DM1230,9432 KSH
Mombasa,DM1294,6004 KSH
Naivasha,DM1294,2578 KSH
Nairobi,DM1537,5401 KSH
Nashua,DM1294,8523 KSH
Naivasha,DM1210,4890 KSH
Mombasa,DM1537,8807 KSH
Mombasa,DM1786,8099 KSH
Nairobi,DM1724,2442 KSH
Nairobi,DM1537,6794 KSH
Malindi,DM1210,7915 KSH
Nakuru,DM1786,3357 KSH
Nairobi,DM1182,8643 KSH
Naivasha,DM1182,1631 KSH
Naivasha,DM1210,2248 KSH
Naivasha,DM1182,5454 KSH
Mombasa,DM1182,4449 KSH
Mombasa,DM1724,6719 KSH
Mombasa,DM1230,4183 KSH
Malindi,DM1873,6745 KSH
Naivasha,DM1786,3867 KSH
Nakuru,DM1786,6425 KSH
Malindi,DM1541,5602 KSH
Nairobi,DM1294,2507 KSH
Nashua,DM1537,3978 KSH
Nashua,DM1230,6220 KSH
Malindi,DM1182,9674 KSH
Mombasa,DM1182,8178 KSH
Nashua,DM1210,6366 KSH
Mombasa,DM1537,1928 KSH
Nairobi,DM1294,5705 KSH
Nairobi,DM1210,8599 KSH
Nashua,DM1759,2282 KSH
Nashua,DM1759,8920 KSH
Nakuru,DM1786,3278 KSH
Nakuru,DM1230,5567 KSH
Nashua,DM1724,6101 KSH
Mombasa,DM1537,9795 KSH
Naivasha,DM1724,5345 KSH
Nakuru,DM1759,3329 KSH
Nairobi,DM1724,8235 KSH
Naivasha,DM1541,6260 KSH
Mombasa,DM1230,2691 KSH
Mombasa,DM1294,3031 KSH
Nakuru,DM1724,9500 KSH
Nairobi,DM1759,3448 KSH
Naivasha,DM1182,5854 KSH
Nairobi,DM1873,6822 KSH
Mombasa,DM1541,4891 KSH
Mombasa,DM1182,3326 KSH
Mombasa,DM1182,9975 KSH
Nashua,DM1537,2952 KSH
Malindi,DM1541,5360 KSH
Naivasha,DM1724,2216 KSH
Mombasa,DM1182,3367 KSH
Malindi,DM1873,9069 KSH
Nairobi,DM1541,1673 KSH
Nashua,DM1537,6641 KSH
Mombasa,DM1724,1372 KSH
Nairobi,DM1182,1673 KSH
Naivasha,DM1724,9872 KSH
Nairobi,DM1873,6015 KSH
Nashua,DM1182,6004 KSH
Naivasha,DM1541,4956 KSH
Nairobi,DM1182,8641 KSH
Mombasa,DM1873,9829 KSH
Mombasa,DM1724,4504 KSH
Nashua,DM1210,9705 KSH
Malindi,DM1759,4161 KSH
Mombasa,DM1724,8923 KSH
Nakuru,DM1786,4863 KSH
Nashua,DM1230,5783 KSH
Mombasa,DM1230,3304 KSH
Mombasa,DM1294,9374 KSH
Nashua,DM1537,3619 KSH
Nairobi,DM1759,3693 KSH
Naivasha,DM1210,7415 KSH
Mombasa,DM1786,1696 KSH
Nairobi,DM1230,7142 KSH
Nashua,DM1230,1657 KSH
Malindi,DM1294,2573 KSH
Mombasa,DM1294,3233 KSH
Nairobi,DM1541,3872 KSH
Nakuru,DM1294,1694 KSH
Nairobi,DM1759,5588 KSH
Malindi,DM1759,4613 KSH
Mombasa,DM1786,7001 KSH
Nairobi,DM1873,7207 KSH
Mombasa,DM1294,4763 KSH
Nairobi,DM1230,3885 KSH
Mombasa,DM1541,2879 KSH
Nashua,DM1294,7452 KSH
Nairobi,DM1210,1429 KSH
Mombasa,DM1541,4676 KSH
Nairobi,DM1541,3022 KSH
Nairobi,DM1541,4769 KSH
Nairobi,DM1724,3123 KSH
Nashua,DM1294,9898 KSH
Malindi,DM1537,9301 KSH
Mombasa,DM1537,6050 KSH
Nakuru,DM1759,5656 KSH
Nakuru,DM1759,4515 KSH
Nairobi,DM1786,5591 KSH
Mombasa,DM1786,7368 KSH
Nashua,DM1873,8070 KSH
Nakuru,DM1210,8290 KSH
Nairobi,DM1230,7817 KSH
Nairobi,DM1182,1037 KSH
Nashua,DM1230,1607 KSH
Nakuru,DM1294,9383 KSH
Nakuru,DM1230,4890 KSH
Nairobi,DM1541,2100 KSH
Naivasha,DM1182,1293 KSH
Nairobi,DM1759,3030 KSH
Malindi,DM1210,1123 KSH
Nashua,DM1294,1510 KSH
Nakuru,DM1210,7457 KSH
Mombasa,DM1537,1723 KSH
Nashua,DM1759,8292 KSH
Nairobi,DM1182,5414 KSH
Nairobi,DM1873,1448 KSH
Mombasa,DM1541,9472 KSH
Nakuru,DM1541,4659 KSH
Mombasa,DM1182,9266 KSH
Malindi,DM1294,6079 KSH
Nairobi,DM1182,5196 KSH
Malindi,DM1210,9205 KSH
Nakuru,DM1537,5871 KSH
Mombasa,DM1541,9147 KSH
Nairobi,DM1230,7911 KSH
Naivasha,DM1182,8323 KSH
Malindi,DM1210,7291 KSH
Nairobi,DM1230,4913 KSH
Mombasa,DM1537,5524 KSH
Nairobi,DM1541,5147 KSH
Nashua,DM1230,6875 KSH
Nakuru,DM1786,4217 KSH
Naivasha,DM1230,9337 KSH
Nairobi,DM1537,1449 KSH
Nashua,DM1724,8656 KSH
Nairobi,DM1210,7326 KSH
Nairobi,DM1759,3049 KSH
Mombasa,DM1210,7343 KSH
Malindi,DM1759,6966 KSH
Nairobi,DM1210,7731 KSH
Nairobi,DM1786,6173 KSH
Nashua,DM1873,1934 KSH
Mombasa,DM1759,4552 KSH
Nairobi,DM1873,5674 KSH
Mombasa,DM1210,4554 KSH
Nakuru,DM1541,7462 KSH
Nashua,DM1537,1851 KSH
Naivasha,DM1873,8092 KSH
Naivasha,DM1724,8364 KSH
Nairobi,DM1873,3871 KSH
Mombasa,DM1537,5760 KSH
Nairobi,DM1230,9602 KSH
Naivasha,DM1786,1726 KSH
Naivasha,DM1541,6033 KSH
Mombasa,DM1210,1282 KSH
Mombasa,DM1230,8448 KSH
Mombasa,DM1541,1268 KSH
Nashua,DM1210,5987 KSH
Nashua,DM1873,4027 KSH
Naivasha,DM1759,2411 KSH
Nairobi,DM1759,7189 KSH
Nairobi,DM1537,7661 KSH
Nairobi,DM1294,8241 KSH
Mombasa,DM1210,7579 KSH
Mombasa,DM1537,3446 KSH
Malindi,DM1786,5681 KSH
Mombasa,DM1294,8730 KSH
Naivasha,DM1759,4349 KSH
Nairobi,DM1541,8692 KSH
Naivasha,DM1786,9049 KSH
Nakuru,DM1541,6912 KSH
Mombasa,DM1873,8167 KSH
Nashua,DM1230,3659 KSH
Naivasha,DM1230,9662 KSH
Nashua,DM1759,9044 KSH
Mombasa,DM1786,5378 KSH
Nashua,DM1537,4118 KSH
Mombasa,DM1294,1965 KSH
Mombasa,DM1210,7353 KSH
Nashua,DM1537,1566 KSH
Nakuru,DM1182,7151 KSH
Nairobi,DM1873,1285 KSH
Mombasa,DM1210,9028 KSH
Mombasa,DM1541,6586 KSH
Mombasa,DM1873,6679 KSH
Mombasa,DM1230,4812 KSH
Nairobi,DM1294,5324 KSH
Mombasa,DM1541,1576 KSH
Nairobi,DM1759,7981 KSH
Nashua,DM1230,2611 KSH
Mombasa,DM1294,9456 KSH
Nairobi,DM1294,7389 KSH
Nairobi,DM1541,6866 KSH
Mombasa,DM1724,4216 KSH
Nakuru,DM1537,3483 KSH
Nashua,DM1294,2574 KSH
Malindi,DM1786,7967 KSH
Nairobi,DM1210,4948 KSH
Nashua,DM1294,5047 KSH
Malindi,DM1537,6295 KSH
Nakuru,DM1873,7855 KSH
Malindi,DM1230,6704 KSH
Mombasa,DM1294,4647 KSH
Nairobi,DM1759,8469 KSH
Naivasha,DM1182,6927 KSH
Nairobi,DM1182,2369 KSH
Nashua,DM1210,1445 KSH
Naivasha,DM1759,8926 KSH
Nashua,DM1873,7783 KSH
Nakuru,DM1230,2180 KSH
Mombasa,DM1786,2505 KSH
Malindi,DM1541,8748 KSH
Nakuru,DM1294,2327 KSH
Naivasha,DM1873,7442 KSH
Nakuru,DM1182,5995 KSH
Nairobi,DM1873,5685 KSH
Nashua,DM1182,2849 KSH
Nakuru,DM1537,7276 KSH
Mombasa,DM1759,3746 KSH
Nashua,DM1786,1786 KSH
Mombasa,DM1230,8006 KSH
Naivasha,DM1537,6657 KSH
Naivasha,DM1873,2692 KSH
Mombasa,DM1230,4294 KSH
Mombasa,DM1182,7370 KSH
Mombasa,DM1759,8597 KSH
Nairobi,DM1759,1310 KSH
Nashua,DM1230,9099 KSH
Mombasa,DM1182,6250 KSH
Malindi,DM1786,7694 KSH
Nashua,DM1294,5534 KSH
Naivasha,DM1537,6026 KSH
Nairobi,DM1210,5821 KSH
Naivasha,DM1182,3652 KSH
Nakuru,DM1759,4132 KSH
Nashua,DM1786,3637 KSH
Mombasa,DM1182,1866 KSH
Nashua,DM1537,2296 KSH
Nairobi,DM1724,3192 KSH
Mombasa,DM1873,3025 KSH
Nairobi,DM1210,9072 KSH
Nakuru,DM1182,5083 KSH
Nairobi,DM1873,2425 KSH
Malindi,DM1210,6357 KSH
Mombasa,DM1786,3146 KSH
Nakuru,DM1873,1713 KSH
Mombasa,DM1210,5319 KSH
Nairobi,DM1759,6767 KSH
Nashua,DM1873,7247 KSH
